Fecha_Recibo_de_Requisicion,Numero_de_Caso,Id_de_Requisicion,Numero_de_Requisicion,Titulo_de_Requisicion,Categoria_de_Requisicion,SubCategoria_de_Requisicion,Comprador_Asignado,Agencia,Usuario_de_Agencia,Nombre_de_Agencia_de_Entrega,Metodo_de_Adquisicion,Razon_de_Compra_Excepcional,Uso_de_Fondos_Federales,Id_de_Articulo,Descripcion_de_Articulo,Marca_de_Articulo,Modelo_de_Articulo,Garantia_de_Articulo,Unidad_de_Medida,Cantidad,Costo_Unitario_Estimado_de_Articulo,Costo_Estimado_Total_de_Orden_de_Articulo,Numero_de_Contrato,Estatus_de_Requisicion,Costo_Final_de_Orden_de_Articulo,Fecha_de_Fin_de_Requisicion,Numero_de_Orden_de_Compra,Id_de_Archivo_de_Orden_de_Compra,Nombre_de_Archivo_de_Orden_de_Compra,Url_de_Archivo_de_Orden_de_Compra,Fecha_de_Orden_de_Compra,Id_de_Suplidor,Nombre_de_Suplidor,Telefono_de_Contacto_de_Suplidor,Email_de_Suplidor,Costo_Unitario_Final_de_Articulo
2024-02-01 00:00:00.0000000,24J-13087,47580,24-0316,Labels,Administración de Oficinas,Materiales de Oficina,Juanita  Reyes Ayala,Departamento del Trabajo y Recursos Humanos de Puerto Rico,Juanita  Reyes Ayala,DEPARTAMENTO DEL TRABAJO Y RECURSOS HUMANOS,Contra Contrato,null,No,204836,"Etiquetas de Carpeta  ''Laser/ Inkjet' Autoadhesivos tamaño 3-7/16' x 2/3'', Color Surtido, 25 hojas de 30 Etiquetas por caja",Maco,N/A,	N/A,Caja de 25,3.000000,0.000000,0.0000,19-067-C,Orden de compra o contrato completado,0.0000,2024-05-28 00:00:00.0000000,2444012143C,1631584,null,https://asgprjedi1.blob.core.windows.net/attachments/1631584.pdf,2024-05-28 13:28:00.4366667,2608,"OFFICE GALLERY, LLC.",(787) 286-5775,SALES@OFFICEGALLERYPR.COM,0.00000000000000000
2024-04-10 00:00:00.0000000,24J-17943,53595,24P-CE-00006,Catering para Adiestramiento Motivos Fundados,Misceláneos,Equipos y Servicios de Alimentos,Julimar Fuentes,Departamento de Justicia ,Yolanda R. Andino Herrera,DEPARTAMENTO DE JUSTICIA - Conductores Ebrios,Contra Contrato,null,Si,230703,"Tortilla Española (2 onzas), pastries (una (1) pieza por persona), pan sobao con mantequilla, café, leche y jugos de frutas variados (botellas de 10 onzas mínimo) o agua embotellada de no menos de 16 onzas.",N/A,N//A,N/A,Uno,45.000000,7.250000,326.2500,22-2416,Orden de compra o contrato completado,326.2500,2024-05-28 00:00:00.0000000,2444016799M1,1631789,null,https://asgprjedi1.blob.core.windows.net/attachments/1631789.pdf,2024-05-28 14:00:42.2733333,15120,"BLUE LAGOON CAFE,INC.",(787) 661-0685,BLUELAGOONCAFE.B@HOTMAIL.COM,7.25000000000000000
2024-04-10 00:00:00.0000000,24J-17943,53595,24P-CE-00006,Catering para Adiestramiento Motivos Fundados,Misceláneos,Equipos y Servicios de Alimentos,Julimar Fuentes,Departamento de Justicia ,Yolanda R. Andino Herrera,DEPARTAMENTO DE JUSTICIA - Conductores Ebrios,Contra Contrato,null,Si,230704,"zona 2- San Juan = San Juan, Guaynabo, Río Piedras, Trujillo Alto. SERVICIO DE CATERING PARA ADIESTRAMIENTO CASOS DUI: MOTIVOS FUNDADOS VISION DUAL DESDE LA PERSPECTIVA LEGAL DE LOS AGENTES DEL ORDEN PUBLICO Y FISCALES. EL 31 DE MAYO DE 
DEPTO DE JUSTICIA ",N/A,N/A,N/A,Uno,3.000000,28.000000,84.0000,22-2416,Orden de compra o contrato completado,84.0000,2024-05-28 00:00:00.0000000,2444016799M1,1631789,null,https://asgprjedi1.blob.core.windows.net/attachments/1631789.pdf,2024-05-28 14:00:42.2733333,15120,"BLUE LAGOON CAFE,INC.",(787) 661-0685,BLUELAGOONCAFE.B@HOTMAIL.COM,28.00000000000000000
2024-04-10 00:00:00.0000000,24J-17943,53595,24P-CE-00006,Catering para Adiestramiento Motivos Fundados,Misceláneos,Equipos y Servicios de Alimentos,Julimar Fuentes,Departamento de Justicia ,Yolanda R. Andino Herrera,DEPARTAMENTO DE JUSTICIA - Conductores Ebrios,Contra Contrato,null,Si,230705,"Bolsita individual de nueces, almendras o pistachos (1-2 oz).",N/A,N/A,N/A,Uno,45.000000,1.650000,74.2500,22-2416,Orden de compra o contrato completado,74.2500,2024-05-28 00:00:00.0000000,2444016799M1,1631789,null,https://asgprjedi1.blob.core.windows.net/attachments/1631789.pdf,2024-05-28 14:00:42.2733333,15120,"BLUE LAGOON CAFE,INC.",(787) 661-0685,BLUELAGOONCAFE.B@HOTMAIL.COM,1.65000000000000000
2024-04-10 00:00:00.0000000,24J-17943,53595,24P-CE-00006,Catering para Adiestramiento Motivos Fundados,Misceláneos,Equipos y Servicios de Alimentos,Julimar Fuentes,Departamento de Justicia ,Yolanda R. Andino Herrera,DEPARTAMENTO DE JUSTICIA - Conductores Ebrios,Contra Contrato,null,Si,230706,"Lomo de Cerdo (estilo criollo), arroz guisado con habichuela rosadas, ensalada (lechuga, tomate y aderezo, ensalada de papa o ensalada de coditos) o amarillos, panecillos, mantequilla, postres surtidos, refrescos en lata (dieta y regular) o agua embotellada de no menos de 16 onzas. Precio por cantidad de platos/Unidad de (21 +)",N/A,N/A,N/A,Uno,45.000000,10.750000,483.7500,22-2416,Orden de compra o contrato completado,483.7500,2024-05-28 00:00:00.0000000,2444016799M1,1631789,null,https://asgprjedi1.blob.core.windows.net/attachments/1631789.pdf,2024-05-28 14:00:42.2733333,15120,"BLUE LAGOON CAFE,INC.",(787) 661-0685,BLUELAGOONCAFE.B@HOTMAIL.COM,10.75000000000000000
2024-04-10 00:00:00.0000000,24J-17943,53595,24P-CE-00006,Catering para Adiestramiento Motivos Fundados,Misceláneos,Equipos y Servicios de Alimentos,Julimar Fuentes,Departamento de Justicia ,Yolanda R. Andino Herrera,DEPARTAMENTO DE JUSTICIA - Conductores Ebrios,Contra Contrato,null,Si,258317,Dona Glaseada (1) pieza con jugo de frutas de 8 onzas para 45 personas.,N/A,N/A,N/A,uno,45.000000,3.130000,140.8500,22-2416,Orden de compra o contrato completado,140.8500,2024-05-28 00:00:00.0000000,2444016799M1,1631789,null,https://asgprjedi1.blob.core.windows.net/attachments/1631789.pdf,2024-05-28 14:00:42.2733333,15120,"BLUE LAGOON CAFE,INC.",(787) 661-0685,BLUELAGOONCAFE.B@HOTMAIL.COM,3.13000000000000000
2024-05-01 00:00:00.0000000,24J-20751,56757,AEP-2024-ADM-002,Remoción y disposición de escombros,Facilidades & Construcción,Mantenimiento y Reparación de Instalaciones,Gilberto Pérez,Autoridad de Edificios Públicos,Guarina J. Delgado García,Autoridad de Edificios Públicos,Mercado Abierto,null,No,246722,Remoción y disposición de escombros en almacén central de distribución: remoción de escombros dentro de la localidad; remoción y disposición de paredes de gypsumboard y techos en sistema acústico; remoción y disposición de puertas interior en madera; remoción y disposición paneles eléctricos en desuso; remoción y disposición de sistemas eléctricos que estén colgantes; remoción y disposición de verja en bloque y cyclone fence dentro de la facilidad; remoción y disposición de ductos de acondicionador de aire; remoción y disposición de equipos de baño; remoción y disposición de escombros alrededor de las facilidade; limpieza de áreas verdes alrededor de las falicidades (se está contemplando renta de maquinaria pesada para la limpieza) limpieza con máquinas de presión dentro de la facilidad; trabajo tiene que estar contemplado en o antes de 30 días a partir de la cración de la orden.,null,null,null,1,1.000000,69529.600000,69529.6000,null,Orden de compra o contrato completado,68900.0000,2024-05-28 00:00:00.0000000,2444021404,1630544,null,https://asgprjedi1.blob.core.windows.net/attachments/1630544.pdf,2024-05-28 10:17:09.9700000,8088,Office Tech Solution,(787) 567-3030,advierortega@yahoo.com,68900.00000000000000000
2024-05-08 00:00:00.0000000,24J-21351,57529,11733,Luminarias,Productos & Servicios Industriales,Productos Industriales,José Centeno,Autoridad de Tierras de Puerto Rico,Miguel A. Meléndez García,Autoridad de Tierras de Puerto Rico / Infraestructura Rural,Compra Informal,null,No,250569,"LUMINARIA  LED HYUNDAI DE 400 WATTS CON BATERIA DE RESERVA BRAZO ACERO GALVANIZADO TIPO COBRA  PARA TRES DIAS PARA EL BARRIO CONSEJO CARR 377 KM 2.3 AL 3.2 DEL MUNICIPIO DE GUAYANILLA , COORDINAR INSTALACIÓN CON EL ING MIGUEL F SANTIAGO IRIZARRY AL 787-612-7251",N/A,N/A,N/A,UNO,14.000000,900.000000,12600.0000,null,Orden de compra o contrato completado,4886.0000,2024-05-28 00:00:00.0000000,2444021390,1632641,null,https://asgprjedi1.blob.core.windows.net/attachments/1632641.pdf,2024-05-28 16:38:20.6466667,12634,ARCSUN INC.,(939) 247-0757,MSWINDERMAN@ARCSUNENERGY.COM,349.00000000000000000
2024-05-08 00:00:00.0000000,24J-21351,57529,11733,Luminarias,Productos & Servicios Industriales,Productos Industriales,José Centeno,Autoridad de Tierras de Puerto Rico,Miguel A. Meléndez García,Autoridad de Tierras de Puerto Rico / Infraestructura Rural,Compra Informal,null,No,250570,INSTALACIÓN ,N/A,N/A,N/A,UNO,14.000000,0.000000,0.0000,null,Orden de compra o contrato completado,3850.0000,2024-05-28 00:00:00.0000000,2444021390,1632641,null,https://asgprjedi1.blob.core.windows.net/attachments/1632641.pdf,2024-05-28 16:38:20.6466667,12634,ARCSUN INC.,(939) 247-0757,MSWINDERMAN@ARCSUNENERGY.COM,275.00000000000000000
2024-05-13 00:00:00.0000000,24DJ-01467,57731,24P-ADF-00565,COMPRA ALIMENTOS,Misceláneos,Equipos y Servicios de Alimentos,Nicholle De León Ramírez (ADFAN),Departamento de la Familia,Nicholle De León Ramírez (ADFAN),ADFAN,Contra Contrato,null,No,251822,"Pastelería surtida - quesitos, donas, galletas variadas (avena, almendra, chocolate chip) mínimo dos (2) piezas por persona, café y jugos de frutas variados (botellas de 10 onzas mínimo)  ",N/A,N/A,N/A,Uno,1.000000,7.250000,7.2500,22-2416,Orden de compra o contrato completado,7.2500,2024-05-28 00:00:00.0000000,24D4401070,1630450,null,https://asgprjedi1.blob.core.windows.net/attachments/1630450.pdf,2024-05-28 10:05:24.5766667,15120,"BLUE LAGOON CAFE,INC.",(787) 661-0685,BLUELAGOONCAFE.B@HOTMAIL.COM,7.25000000000000000
2024-05-13 00:00:00.0000000,24DJ-01467,57731,24P-ADF-00565,COMPRA ALIMENTOS,Misceláneos,Equipos y Servicios de Alimentos,Nicholle De León Ramírez (ADFAN),Departamento de la Familia,Nicholle De León Ramírez (ADFAN),ADFAN,Contra Contrato,null,No,251823,Agua,N/A,N/A,N/A,UNA,15.000000,1.000000,15.0000,22-2416,Orden de compra o contrato completado,15.0000,2024-05-28 00:00:00.0000000,24D4401070,1630450,null,https://asgprjedi1.blob.core.windows.net/attachments/1630450.pdf,2024-05-28 10:05:24.5766667,15120,"BLUE LAGOON CAFE,INC.",(787) 661-0685,BLUELAGOONCAFE.B@HOTMAIL.COM,1.00000000000000000
2024-05-13 00:00:00.0000000,24DJ-01467,57731,24P-ADF-00565,COMPRA ALIMENTOS,Misceláneos,Equipos y Servicios de Alimentos,Nicholle De León Ramírez (ADFAN),Departamento de la Familia,Nicholle De León Ramírez (ADFAN),ADFAN,Contra Contrato,null,No,251824,Entremeses (croquetas de jamón y pollo bandeja para 25 personas (mínimo 2 piezas por persona) precio por bandeja ,N/A,N/A,N/A,Uno,1.000000,34.450000,34.4500,22-2416,Orden de compra o contrato completado,34.4500,2024-05-28 00:00:00.0000000,24D4401070,1630450,null,https://asgprjedi1.blob.core.windows.net/attachments/1630450.pdf,2024-05-28 10:05:24.5766667,15120,"BLUE LAGOON CAFE,INC.",(787) 661-0685,BLUELAGOONCAFE.B@HOTMAIL.COM,34.45000000000000000
2024-05-16 00:00:00.0000000,24J-19849,55872,24P-NCB-00881,Gomas tanquero Ponce,Transportación & Logística,Vehículos de Motor,Julio Santiago Aponte,Departamento de Seguridad Pública de Puerto Rico,Glenda Ojeda,Negociado del Cuerpo de Bomberos de Puerto Rico,Micro Compra,null,No,254346,"11r22.5 16pr s/t m857 bridgeston
fabricación americana
--
VIN (#): 3ALHCYBS0DDFF9474
Marca: Freightliner
Modelo: M-2 106 Heavy Duty R
Año: 2013
Tablilla: ge05869",null,null,null,1,4.000000,499.000000,1996.0000,null,Orden de compra o contrato completado,2140.0000,2024-05-28 00:00:00.0000000,2444021395,1630221,null,https://asgprjedi1.blob.core.windows.net/attachments/1630221.pdf,2024-05-28 09:33:07.3766667,3661,CORREA TIRE DISTRIBUTOR INC.,(787) 626-1111,josue@correatire.com,535.00000000000000000
2024-05-16 00:00:00.0000000,24J-21111,57165,2024-0056,ABRIGOS,Misceláneos,Ropa,Emilda Cruz,Departamento de Asuntos del Consumidor,Eduardo Martínez Santiago,DEPARTAMENTO DE ASUNTOS DEL CONSUMIDOR,Compra Informal,null,No,248979,"ABRIGOS DE CABALLEROS CON LOGO BORDADO DACO TAMAÑOS SMALL-XLARGE
OCE-SA-2024-08104",N/A,N/A,N/A,UNO,106.000000,34.950000,3704.7000,null,Orden de compra o contrato completado,3704.7000,2024-05-28 00:00:00.0000000,2444021428,1631534,null,https://asgprjedi1.blob.core.windows.net/attachments/1631534.pdf,2024-05-28 13:26:44.8800000,3445,ABC Uniforms,(787) 784-0780,INFO@ABCUNIFORMSPR.COM,34.95000000000000000
2024-05-16 00:00:00.0000000,24J-21111,57165,2024-0056,ABRIGOS,Misceláneos,Ropa,Emilda Cruz,Departamento de Asuntos del Consumidor,Eduardo Martínez Santiago,DEPARTAMENTO DE ASUNTOS DEL CONSUMIDOR,Compra Informal,null,No,248980,"ABRIGOS DE CABALLEROS CON LOGO BORDADO DACO TAMAÑOS 
2XLARGE
OCE-SA-2024-08104",N/A,N/A,N/A,UNO,12.000000,35.950000,431.4000,null,Orden de compra o contrato completado,431.4000,2024-05-28 00:00:00.0000000,2444021428,1631534,null,https://asgprjedi1.blob.core.windows.net/attachments/1631534.pdf,2024-05-28 13:26:44.8800000,3445,ABC Uniforms,(787) 784-0780,INFO@ABCUNIFORMSPR.COM,35.95000000000000000
2024-05-16 00:00:00.0000000,24J-21111,57165,2024-0056,ABRIGOS,Misceláneos,Ropa,Emilda Cruz,Departamento de Asuntos del Consumidor,Eduardo Martínez Santiago,DEPARTAMENTO DE ASUNTOS DEL CONSUMIDOR,Compra Informal,null,No,248981,"ABRIGOS DE CABALLEROS CON LOGO BORDADO DACO TAMAÑOS  3XLARGE

OCE-SA-2024-08104",N/A,N/A,N/A,UNO,4.000000,36.950000,147.8000,null,Orden de compra o contrato completado,147.8000,2024-05-28 00:00:00.0000000,2444021428,1631534,null,https://asgprjedi1.blob.core.windows.net/attachments/1631534.pdf,2024-05-28 13:26:44.8800000,3445,ABC Uniforms,(787) 784-0780,INFO@ABCUNIFORMSPR.COM,36.95000000000000000
2024-05-16 00:00:00.0000000,24J-21111,57165,2024-0056,ABRIGOS,Misceláneos,Ropa,Emilda Cruz,Departamento de Asuntos del Consumidor,Eduardo Martínez Santiago,DEPARTAMENTO DE ASUNTOS DEL CONSUMIDOR,Compra Informal,null,No,248982,"ABRIGOS DE CABALLEROS CON LOGO BORDADO DACO TAMAÑOS  4XLARGE

OCE-SA-2024-08104",N/A,N/A,N/A,UNO,3.000000,37.950000,113.8500,null,Orden de compra o contrato completado,113.8500,2024-05-28 00:00:00.0000000,2444021428,1631534,null,https://asgprjedi1.blob.core.windows.net/attachments/1631534.pdf,2024-05-28 13:26:44.8800000,3445,ABC Uniforms,(787) 784-0780,INFO@ABCUNIFORMSPR.COM,37.95000000000000000
2024-05-16 00:00:00.0000000,24J-21111,57165,2024-0056,ABRIGOS,Misceláneos,Ropa,Emilda Cruz,Departamento de Asuntos del Consumidor,Eduardo Martínez Santiago,DEPARTAMENTO DE ASUNTOS DEL CONSUMIDOR,Compra Informal,null,No,248983,"ABRIGOS DE DAMA CON LOGO BORDADO DACO TAMAÑOS SMALL-XLARGE

OCE-SA-2024-08104",N/A,N/A,N/A,UNO,73.000000,34.950000,2551.3500,null,Orden de compra o contrato completado,2551.3500,2024-05-28 00:00:00.0000000,2444021428,1631534,null,https://asgprjedi1.blob.core.windows.net/attachments/1631534.pdf,2024-05-28 13:26:44.8800000,3445,ABC Uniforms,(787) 784-0780,INFO@ABCUNIFORMSPR.COM,34.95000000000000000
2024-05-16 00:00:00.0000000,24J-21111,57165,2024-0056,ABRIGOS,Misceláneos,Ropa,Emilda Cruz,Departamento de Asuntos del Consumidor,Eduardo Martínez Santiago,DEPARTAMENTO DE ASUNTOS DEL CONSUMIDOR,Compra Informal,null,No,248984,"ABRIGOS DE DAMA CON LOGO BORDADO DACO TAMAÑOS 
2 XLARGE
OCE-SA-2024-08104",N/A,N/A,N/A,UNO,2.000000,35.950000,71.9000,null,Orden de compra o contrato completado,71.9000,2024-05-28 00:00:00.0000000,2444021428,1631534,null,https://asgprjedi1.blob.core.windows.net/attachments/1631534.pdf,2024-05-28 13:26:44.8800000,3445,ABC Uniforms,(787) 784-0780,INFO@ABCUNIFORMSPR.COM,35.95000000000000000
2024-05-20 00:00:00.0000000,24J-22038,59244,R-2024-271,Cajas para almacenaje.,Administración de Oficinas,Materiales de Oficina,José F. Rodríguez Dones,Guardia Nacional de Puerto Rico,Jose Esteves Segura,Guardia Nacional de Puerto Rico-PRYCA Challenge,Micro Compra,null,No,255403,"Cajas para transporte de documentos, Sterilite 1876 – Large Nesting Showoffs. Caja plástica y tapa transparentes.
",sterilite,1876,n/a,ea,8.000000,31.490000,251.9200,null,Orden de compra o contrato completado,251.9200,2024-05-28 00:00:00.0000000,2444021054M1,1632219,null,https://asgprjedi1.blob.core.windows.net/attachments/1632219.pdf,2024-05-28 15:22:27.2200000,20023,Quick Delivery,(787) 665-5140,ventas@quickdeliverygov.com,31.49000000000000000
